IBINS#,IBADD@IN,IBADDIN,IBWPHR,IBZIP6,IBSTE,IBCITY,IBADD1,IBLABL,IBPAYID,IBCNTC                    IBDEL@ IBDTSTS,,IBMSID       IBDTMSID,,IBDTMT,,IBTMNT,,IBUSER,IBDTES,,IBTESE,,IBUSRC,IBZPGM,INNAMB
234,818817,00818817,8664084548,17106,PA,Harrisburg,PO Box 69421,N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,03:49.0,RBOOKMAN,2/1/2008,00:00.0,1/1/1900,31:53.0,BAHBATT,INSADR,UNITED CONCORDIA
234,1037222,01037222,8773948224,17106,PA,Harrisburg,PO Box 69421,N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,03:52.0,RBOOKMAN,10/29/2008,00:00.0,1/1/1900,55:52.0,BAHBATT,INSADR,UNITED CONCORDIA
234,1261336,01261336,8003320366,17106,PA,Harrisburg,PO Box 69421,N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,04:02.0,RBOOKMAN,6/11/2009,00:00.0,1/1/1900,10:32.0,AERWIN,INSADR,UNITED CONCORDIA
234,1318881,01318881,8669842337,17106,PA,Harrisburg,PO Box 69430 (ADDP),N,CX002,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,04:07.0,RBOOKMAN,8/4/2009,00:00.0,1/1/1900,43:51.0,AERWIN,INSADR,UNITED CONCORDIA
234,1341890,01341890,8003320366,17106,PA,Harrisburg,PO Box 69421,N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,04:13.0,RBOOKMAN,8/25/2009,00:00.0,1/1/1900,48:00.0,AERWIN,INSADR,UNITED CONCORDIA
234,1350623,01350623,8664543190,17106,PA,Harrisburg,PO Box 69416,N,CX002,INVALID OLD TRICARE PAYID        1940-01-01,00:00.0,1/1/1940,00:00.0,10/18/2017,00:00.0,1/1/1900,10:03.0,JDALE,9/2/2009,00:00.0,1/1/1900,27:10.0,AERWIN,INSADR,UNITED CONCORDIA
234,1372946,01372946,8772612379,17106,PA,Harrisburg,PO Box 69425,N,CX002,1/1/1940,00:00.0,1/1/1940,00:00.0,11/1/2010,00:00.0,1/1/1900,04:27.0,RBOOKMAN,9/22/2009,00:00.0,1/1/1900,10:49.0,AERWIN,INSADR,UNITED CONCORDIA
234,1378351,01378351,8669842337,17106,PA,Harrisburg,PO Box 69429 (ADDP),N,,1/1/1940,00:00.0,1/1/1940,00:00.0,8/11/2015,00:00.0,1/1/1900,40:13.0,JDALE,9/25/2009,00:00.0,1/1/1900,05:05.0,JPIETRICOL,INSADR,UNITED CONCORDIA
234,1454416,01454416,8003320366,79998,TX,El Paso,Po Box 981282,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/27/2010,00:00.0,1/1/1900,44:36.0,RBOOKMAN,11/27/2009,00:00.0,1/1/1900,20:48.0,BBECKER,INSADR,UNITED CONCORDIA
234,1494408,01494408,8002612393,53092,WI,Mequon,12121 N Corporate Pkwy,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/6/2010,00:00.0,1/1/1900,29:28.0,AERWIN,1/6/2010,00:00.0,1/1/1900,27:44.0,AERWIN,INSADR,UNITED CONCORDIA
234,1636000,01636000,8886476676,60088,IL,Great Lakes,Po Box 886999 (Prime Remote),N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,4/15/2010,00:00.0,1/1/1900,26:09.0,RBOOKMAN,4/15/2010,00:00.0,1/1/1900,25:30.0,RBOOKMAN,ADRMASTRG,UNITED CONCORDIA
234,1652562,01652562,8008668499,17106,PA,Harrisburg,PO Box 69411,N,CX002,1/1/1940,00:00.0,1/1/1940,00:00.0,2/22/2011,00:00.0,1/1/1900,02:48.0,KIMKTAR,4/28/2010,00:00.0,1/1/1900,12:50.0,KIMKTAR,ADRMASTRG,UNITED CONCORDIA
234,1794307,01794307,8773948224,17106,PA,Harrisburg,PO BOX 69421,N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,12/29/2010,00:00.0,1/1/1900,03:18.0,KIMKTAR,8/19/2010,00:00.0,1/1/1900,03:09.0,LISASPE,ADRMASTRG,UNITED CONCORDIA
234,1986393,01986393,8773948224,17106,PA,Harrisburg,PO Box 69421 (FEP Members),N,CB865,FEDERAL UCCI CLMS                1940-01-01,00:00.0,1/1/1940,00:00.0,1/8/2011,00:00.0,1/1/1900,36:31.0,RBOOKMAN,1/8/2011,00:00.0,1/1/1900,36:03.0,RBOOKMAN,ADRMASTRG,UNITED CONCORDIA
234,2010405,02010405,8665686008,17106,PA,Harrisburg,PO Box 69433(Blue Edge Dental),N,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,1/25/2011,00:00.0,1/1/1900,47:56.0,RBOOKMAN,1/25/2011,00:00.0,1/1/1900,45:54.0,KIMKTAR,INSADR,UNITED CONCORDIA
234,2415273,02415273,8004512513,2481,MA,Wellesley Hills,PO Box 81633 (Sunlife),N,67814,1/1/1940,00:00.0,1/1/1940,00:00.0,6/19/2012,00:00.0,1/1/1900,28:55.0,RBOOKMAN,10/13/2011,00:00.0,1/1/1900,27:07.0,KVANCAMP,ADRMASTRG,UNITED CONCORDIA
234,2838880,02838880,8773948224,17106,PA,Harrisburg,PO Box 69404,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,6/6/2012,00:00.0,1/1/1900,13:07.0,KJAGDEO,6/6/2012,00:00.0,1/1/1900,05:31.0,KJAGDEO,INSADR,UNITED CONCORDIA
234,2838941,02838941,8003320366,17106,PA,Harrisburg,PO Box 69401 (FEP),,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,5/8/2019,00:00.0,1/1/1900,17:32.0,LORIGUI,6/6/2012,00:00.0,1/1/1900,17:08.0,KJAGDEO,ADRMASTRG,UNITED CONCORDIA
234,2948113,02948113,8772039921,17106,PA,Harrisburg,PO Box 69436,,CBAR1,1/1/1940,00:00.0,1/1/1940,00:00.0,4/26/2016,00:00.0,1/1/1900,41:05.0,JDALE,8/7/2012,00:00.0,1/1/1900,53:18.0,KJAGDEO,INSADR,UNITED CONCORDIA
234,3320640,03320640,8004949294,13202,NY,Syracuse,I DENTAL DISCOUNT UCCI FEE SCH,N,,1/1/1940,00:00.0,1/1/1940,00:00.0,3/5/2013,00:00.0,1/1/1900,09:32.0,MCARMONA,3/5/2013,00:00.0,1/1/1900,08:45.0,MCARMONA,INSADR,UNITED CONCORDIA
234,3404309,03404309,8007764672,60009,IL,Elk Grove Village,PO Box 1187,N,HMSA1,1/1/1940,00:00.0,1/1/1940,00:00.0,4/15/2013,00:00.0,1/1/1900,29:47.0,MCARMONA,4/15/2013,00:00.0,1/1/1900,27:52.0,MCARMONA,INSADR,UNITED CONCORDIA
234,3454520,03454520,8664455148,60009,IL,Elk Grove Village,PO Box 1047,N,CBFLU,1/1/1940,00:00.0,R794938      2015-07-22,00:00.0,7/22/2015,00:00.0,1/1/1900,21:12.0,JDALE,5/13/2013,00:00.0,1/1/1900,31:05.0,KVANCAMP,INSADR,UNITED CONCORDIA
234,3511702,03511702,8663573304,17106,PA,Harrisburg,PO Box 69422 (DHMO Claims),,CX013,1/1/1940,00:00.0,1/1/1940,00:00.0,6/12/2013,00:00.0,1/1/1900,25:14.0,MCARMONA,6/12/2013,00:00.0,1/1/1900,23:18.0,MCARMONA,INSADR,UNITED CONCORDIA
234,3740504,03740504,8773948224,17106,PA,Harrisburg,PO Box 69416 (FEDVIP),,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,10/7/2013,00:00.0,1/1/1900,12:31.0,MCARMONA,10/7/2013,00:00.0,1/1/1900,09:03.0,MCARMONA,INSADR,UNITED CONCORDIA
234,4396096,04396096,8884839930,17106,PA,Harrisburg,PO Box 69444,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,6/30/2014,00:00.0,1/1/1900,09:50.0,MCARMONA,6/30/2014,00:00.0,1/1/1900,09:08.0,MCARMONA,INSADR,UNITED CONCORDIA
234,4682215,04682215,8007465687,17106,PA,Harrisburg,PO Box 69401,,CB865,1/1/1940,00:00.0,1/1/1940,00:00.0,10/16/2014,00:00.0,1/1/1900,45:25.0,MJOHNSTON,10/16/2014,00:00.0,1/1/1900,41:02.0,MJOHNSTON,INSADR,UNITED CONCORDIA
234,4745371,04745371,8005355266,26003,WV,Wheeling,PO Box 7026,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/10/2014,00:00.0,1/1/1900,46:25.0,MCARMONA,11/10/2014,00:00.0,1/1/1900,21:19.0,MCARMONA,INSADR,UNITED CONCORDIA
234,5349034,05349034,8884839930,17106,PA,Harrisburg,PO Box 69441 (PayerID CX007),,CX007,1/1/1940,00:00.0,S082008      2015-09-01,00:00.0,9/9/2016,00:00.0,1/1/1900,20:43.0,MCARMONA,5/14/2015,00:00.0,1/1/1900,44:13.0,LORIGUI,ADRMASTRG,UNITED CONCORDIA
234,5413524,05413524,8003676401,62223,IL,Belleville,PO Box 23059,,CB621,1/1/1940,00:00.0,1/1/1940,00:00.0,11/10/2015,00:00.0,1/1/1900,02:34.0,JDALE,6/3/2015,00:00.0,1/1/1900,36:42.0,LORIGUI,INSADR,UNITED CONCORDIA
234,5442214,05442214,8882336724,75266,TX,Dallas,PO Box 660247,,CB900,1/1/1940,00:00.0,1/1/1940,00:00.0,9/14/2015,00:00.0,1/1/1900,24:58.0,JDALE,6/11/2015,00:00.0,1/1/1900,02:06.0,LORIGUI,INSADR,UNITED CONCORDIA
234,5447531,05447531,8883819727,62223,IL,Belleville,PO Box 23100,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,9/14/2015,00:00.0,1/1/1900,20:25.0,JDALE,6/12/2015,00:00.0,1/1/1900,18:26.0,LORIGUI,INSADR,UNITED CONCORDIA
234,5462197,05462197,8554009330,70898,LA,Baton Rouge,PO Box 80139,,STR01,1/1/1940,00:00.0,11/23/2015,00:00.0,4/26/2016,00:00.0,1/1/1900,59:04.0,JDALE,6/17/2015,00:00.0,1/1/1900,52:19.0,LORIGUI,INSADR,UNITED CONCORDIA
234,5617722,05617722,8004545590,62223,IL,Belleville,PO Box 23060,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2015,00:00.0,1/1/1900,42:41.0,MCARMONA,8/4/2015,00:00.0,1/1/1900,41:17.0,MCARMONA,INSADR,UNITED CONCORDIA
234,6401224,06401224,8006392227,17106,PA,Harrisburg,PO Box 69427,,CB870,1/1/1940,00:00.0,T834726      2016-04-28,00:00.0,4/28/2016,00:00.0,1/1/1900,38:36.0,JDALE,3/8/2016,00:00.0,1/1/1900,14:05.0,LORIGUI,INSADR,UNITED CONCORDIA
234,6503107,06503107,8667394090,59604,MT,Helena,PO Box 6227 (BCBS MT),,CBMT1,1/1/1940,00:00.0,U390716      2016-07-07,00:00.0,7/7/2016,00:00.0,1/1/1900,47:05.0,MCARMONA,3/31/2016,00:00.0,1/1/1900,28:11.0,LORIGUI,ADRMASTRG,UNITED CONCORDIA
234,7037382,07037382,8664455825,17106,PA,Harrisburg,PO Box 69441 (BC/BS LA),N,CX007,1/1/1940,00:00.0,Y472330      2017-11-09,00:00.0,11/9/2017,00:00.0,1/1/1900,25:48.0,JDALE,8/15/2016,00:00.0,1/1/1900,18:48.0,JDALE,INSADR,UNITED CONCORDIA
234,7599367,07599367,8003237268,60148,IL,Lombard,821 PARKVIEW BLVD,,LCB01,1/1/1940,00:00.0,1/1/1940,00:00.0,1/6/2017,00:00.0,1/1/1900,23:42.0,JDALE,1/6/2017,00:00.0,1/1/1900,22:47.0,JDALE,INSADR,UNITED CONCORDIA
234,7677713,07677713,8004427742,52733,IA,Clinton,PO Box 2940,,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,1/23/2017,00:00.0,1/1/1900,15:48.0,MCARMONA,1/23/2017,00:00.0,1/1/1900,14:31.0,MCARMONA,INSADR,UNITED CONCORDIA
234,7841155,07841155,8004232765,32861,FL,Orlando,PO Box 614008,,CX061,1/1/1940,00:00.0,1/1/1940,00:00.0,2/22/2017,00:00.0,1/1/1900,02:01.0,LORIGUI,2/22/2017,00:00.0,1/1/1900,01:36.0,LORIGUI,INSADR,UNITED CONCORDIA
234,8110067,08110067,8777602247,40512,KY,Lexington,PO Box 14009,,76578,1/1/1940,00:00.0,1/1/1940,00:00.0,4/11/2017,00:00.0,1/1/1900,56:12.0,LORIGUI,4/11/2017,00:00.0,1/1/1900,55:49.0,LORIGUI,INSADR,UNITED CONCORDIA
234,8131464,08131464,8446534061,17106,PA,Harrisburg,PO BOX 69451 (TDP),,89070,1/1/1940,00:00.0,1/1/1940,00:00.0,4/14/2017,00:00.0,1/1/1900,28:48.0,JDALE,4/14/2017,00:00.0,1/1/1900,27:14.0,JDALE,ADRMASTRG,UNITED CONCORDIA
234,8504365,08504365,8885892447,17106,PA,Harrisburg,PO Box 69449,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,6/28/2017,00:00.0,1/1/1900,17:07.0,LORIGUI,6/28/2017,00:00.0,1/1/1900,16:46.0,LORIGUI,INSADR,UNITED CONCORDIA
234,9645755,09645755,8888735113,35283,AL,Birmingham,PO Box 830389,,CBAL1,1/1/1940,00:00.0,1/1/1940,00:00.0,2/14/2018,00:00.0,1/1/1900,34:17.0,LORIGUI,2/14/2018,00:00.0,1/1/1900,33:38.0,LORIGUI,INSADR,UNITED CONCORDIA
234,9982466,09982466,8665685467,53201,WI,Milwaukee,PO Box 2190,,96938,1/1/1940,00:00.0,1/1/1940,00:00.0,4/10/2018,00:00.0,1/1/1900,39:13.0,LORIGUI,4/10/2018,00:00.0,1/1/1900,37:32.0,LORIGUI,INSADR,UNITED CONCORDIA
234,10253780,10253780,8006761411,98111,WA,Seattle,PO Box 91059,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/1/2018,00:00.0,1/1/1900,06:05.0,LORIGUI,6/1/2018,00:00.0,1/1/1900,05:33.0,LORIGUI,INSADR,UNITED CONCORDIA
234,10566218,10566218,8004232765,32861,FL,Orlando,PO Box 614008,,CX061,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2018,00:00.0,1/1/1900,15:44.0,LORIGUI,8/3/2018,00:00.0,1/1/1900,15:08.0,LORIGUI,INSADR,UNITED CONCORDIA
234,10625592,10625592,8446534056,17106,PA,Harrisburg,PO Box 69446,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,8/15/2018,00:00.0,1/1/1900,23:38.0,LORIGUI,8/15/2018,00:00.0,1/1/1900,23:10.0,LORIGUI,INSADR,UNITED CONCORDIA
234,10877353,10877353,8552181466,60532,IL,Lisle,PO Box 4495,,ILDTA,1/1/1940,00:00.0,1/1/1940,00:00.0,10/5/2018,00:00.0,1/1/1900,40:32.0,LORIGUI,10/5/2018,00:00.0,1/1/1900,39:49.0,LORIGUI,INSADR,UNITED CONCORDIA
234,10906800,10906800,8446534056,17106,PA,Harrisburg,PO Box 69446 (mail Claims),,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/11/2018,00:00.0,1/1/1900,52:13.0,LORIGUI,10/11/2018,00:00.0,1/1/1900,51:23.0,LORIGUI,INSADR,UNITED CONCORDIA
234,11781480,11781480,8007465681,17103,PA,Harrisburg,PO BOX 69420,,CX007,COMCAST                          1940-01-01,00:00.0,1/1/1940,00:00.0,3/11/2019,00:00.0,1/1/1900,26:30.0,JDALE,3/11/2019,00:00.0,1/1/1900,22:44.0,JDALE,INSADR,UNITED CONCORDIA
234,11850057,11850057,8003320366,17106,PA,Harrisburg,PO Box 69406,,CX007,1/1/1940,00:00.0,3424071      2019-05-28,00:00.0,5/28/2019,00:00.0,1/1/1900,46:38.0,LORIGUI,3/20/2019,00:00.0,1/1/1900,39:27.0,LORIGUI,INSADR,UNITED CONCORDIA
234,11946498,11946498,0,17106,PA,Harrisburg,PO BOX 69428,,CX007,1/1/1940,00:00.0,1/1/1940,00:00.0,4/2/2019,00:00.0,1/1/1900,50:14.0,A089442,4/2/2019,00:00.0,1/1/1900,43:48.0,A089442,INSADR,UNITED CONCORDIA
234,13737823,13737823,8774936282,77478,TX,Sugar Land,101 Parkland Blvd Ste 301,,CX090,1/1/1940,00:00.0,1/1/1940,00:00.0,1/15/2020,00:00.0,1/1/1900,28:55.0,A088317,1/15/2020,00:00.0,1/1/1900,24:47.0,A088317,INSADR,UNITED CONCORDIA
235,511,00000511,0,13057,NY,East Syracuse,6505A BASILE ROAD,N,6126,1/29/1999,00:00.0,1/29/1999,00:00.0,12/19/2006,00:00.0,1/1/1900,23:46.0,BECKSCH,1/29/1999,00:00.0,1/1/1900,00:00.0,THDIANE,ADRMASTRG,INACTIVE UNITED CONSUMER CLUB
236,512,00000512,0,,,,,N,6126,FEE FOR SERVICE                  1999-01-29,00:00.0,1/29/1999,00:00.0,12/19/2006,00:00.0,1/1/1900,00:00.0,BECKSCH,1/29/1999,00:00.0,1/1/1900,00:00.0,THDIANE,ADRMASTRG,INACTIVE .UNITED DENTAL PLAN
237,513,00000513,4123783871,15045,PA,Glassport,513 Ohio Ave,N,6126,1/29/1999,00:00.0,1/29/1999,00:00.0,9/22/2008,00:00.0,1/1/1900,16:44.0,CCRAWLEY,1/29/1999,00:00.0,1/1/1900,00:00.0,THDIANE,ADRMASTRG,INACTIVUNITED HEALTHCARE (DBP)
237,82608,00082608,8008964831,30374,GA,Atlanta,PO Box 740801 Ge Medicare,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,16:34.0,KIMKTAR,8/4/1999,00:00.0,1/1/1900,35:23.0,KATMRET,ADRMASTRG,INACTIVUNITED HEALTHCARE (DBP)
237,145530,00145530,8006434845,2886,RI,Warwick,475 KILVERT ST,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,16:46.0,BECKSCH,9/27/2000,00:00.0,1/1/1900,57:10.0,KERLNOD,INSADR,INACTIVUNITED HEALTHCARE (DBP)
237,145585,00145585,8008223805,2887,RI,Warwick,PO BOX 1070,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,16:49.0,BECKSCH,9/28/2000,00:00.0,1/1/1900,51:00.0,KERLNOD,INSADR,INACTIVUNITED HEALTHCARE (DBP)
237,226433,00226433,8778163596,20824,MD,Bethesda,P.O. Box 30580,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,16:41.0,BECKSCH,4/19/2002,00:00.0,1/1/1900,16:35.0,TERLBAL,INSADR,INACTIVUNITED HEALTHCARE (DBP)
238,514,00000514,8009504867,41071,KY,Newport,ONE RIVERFRONT PL #700,N,33108,1/29/1999,00:00.0,1/29/1999,00:00.0,12/19/2006,00:00.0,1/1/1900,43:23.0,BECKSCH,1/29/1999,00:00.0,1/1/1900,00:00.0,THDIANE,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,87155,00087155,8008373711,45250,OH,Cincinnati,PO Box 145804,N,33108,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,43:26.0,KIMKTAR,9/8/1999,00:00.0,1/1/1900,51:12.0,KATMRET,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,128465,00128465,8009504867,45250,OH,Cincinnati,PO Box 145804,N,33108,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,43:29.0,KIMKTAR,5/31/2000,00:00.0,1/1/1900,14:48.0,TERLBAL,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,614177,00614177,8008269781,45250,OH,Cincinnati,PO Box 145804,N,33108,1/1/1940,00:00.0,1/1/1940,00:00.0,3/30/2017,00:00.0,1/1/1900,16:48.0,MCARMONA,1/29/2007,00:00.0,1/1/1900,05:17.0,BAHBATT,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,667417,00667417,8009504867,48333,MI,Farmington Hill,PO Box 2720,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,40:29.0,KIMKTAR,5/10/2007,00:00.0,1/1/1900,40:03.0,BAHBATT,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,949885,00949885,8002984694,81002,CO,Pueblo,PO Box 799,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,19:02.0,KIMKTAR,7/17/2008,00:00.0,1/1/1900,18:42.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,975346,00975346,8002368672,54650,WI,Onalaska,2700 Midwest Dr,N,79480,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,17:54.0,KIMKTAR,8/15/2008,00:00.0,1/1/1900,55:10.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,979023,00979023,8008269781,84130,UT,Salt Lake City,PO Box 30541 (Fiserv-Wausau),N,39026,1/1/1940,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,08:52.0,RBOOKMAN,8/20/2008,00:00.0,1/1/1900,11:48.0,ACHAVEZ,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1025367,01025367,8772331800,84130,UT,Salt Lake City,PO Box 30533,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,2/7/2011,00:00.0,1/1/1900,12:01.0,KIMKTAR,10/15/2008,00:00.0,1/1/1900,11:43.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1042739,01042739,8668684250,81002,CO,Pueblo,PO Box 450,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,11:17.0,KIMKTAR,11/5/2008,00:00.0,1/1/1900,10:58.0,ACHAVEZ,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1050544,01050544,8003677125,84130,UT,Salt Lake City,PO Box 90781,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,17:26.0,KIMKTAR,11/13/2008,00:00.0,1/1/1900,17:10.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1054507,01054507,8009504867,46895,IN,Fort Wayne,PO Box 5548,N,35162,1/1/1940,00:00.0,T575086      2016-03-29,00:00.0,3/29/2016,00:00.0,1/1/1900,17:29.0,JDALE,11/17/2008,00:00.0,1/1/1900,07:35.0,KIMKTAR,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1083824,01083824,8668682375,78269,TX,San Antonio,PO Box 690450,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,42:29.0,KIMKTAR,12/29/2008,00:00.0,1/1/1900,42:13.0,ACHAVEZ,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1093363,01093363,8005377021,84130,UT,Salt Lake City,PO Box 30532,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,48:33.0,KIMKTAR,1/7/2009,00:00.0,1/1/1900,48:18.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1094696,01094696,8002368672,54650,WI,Onalaska,PO Box 266,N,79480,1/1/1940,00:00.0,1/1/1940,00:00.0,3/30/2017,00:00.0,1/1/1900,18:01.0,MCARMONA,1/8/2009,00:00.0,1/1/1900,24:35.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1149817,01149817,8002180792,54402,WI,Wausau,PO Box 8014,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,22:02.0,KIMKTAR,2/26/2009,00:00.0,1/1/1900,21:22.0,ACHAVEZ,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1150637,01150637,8008484623,84130,UT,Salt Lake City,PO Box 30548,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/24/2010,00:00.0,1/1/1900,01:16.0,RBOOKMAN,2/26/2009,00:00.0,1/1/1900,00:52.0,CCLUETT,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1217562,01217562,8772331800,54402,WI,Wausau,PO Box 8092,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,40:33.0,KIMKTAR,4/29/2009,00:00.0,1/1/1900,40:18.0,KIMKTAR,ADRMASTRG,UNITED MEDICAL RESOURCES (UMR)
238,1320236,01320236,8004468182,84130,UT,Salt Lake City,PO Box 30530,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/5/2009,00:00.0,1/1/1900,28:52.0,CCLUETT,8/5/2009,00:00.0,1/1/1900,28:39.0,CCLUETT,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1333449,01333449,8889777716,54650,WI,Onalaska,PO Box 826,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/17/2009,00:00.0,1/1/1900,31:30.0,CCLUETT,8/17/2009,00:00.0,1/1/1900,31:16.0,CCLUETT,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1359621,01359621,8002368672,48332,MI,Farmington,PO Box 679,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,9/10/2009,00:00.0,1/1/1900,48:25.0,AGARLAND,9/10/2009,00:00.0,1/1/1900,47:13.0,AGARLAND,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1482555,01482555,8006546208,84130,UT,Salt Lake City,PO Box 30781,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/24/2009,00:00.0,1/1/1900,09:56.0,AERWIN,12/24/2009,00:00.0,1/1/1900,09:13.0,AERWIN,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1575986,01575986,8668689461,52733,IA,Clinton,PO Box 2838,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,3/2/2010,00:00.0,1/1/1900,29:04.0,KIMKTAR,3/2/2010,00:00.0,1/1/1900,28:28.0,KIMKTAR,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1587746,01587746,0,45250,OH,Cincinnati,PO BOX 145801,N,33108,1/1/1940,00:00.0,1/1/1940,00:00.0,5/25/2010,00:00.0,1/1/1900,58:50.0,KIMKTAR,3/10/2010,00:00.0,1/1/1900,40:17.0,KIMKTAR,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,1874259,01874259,8002362515,54115,WI,De Pere,PO Box 6090,N,79480,1/1/1940,00:00.0,1/1/1940,00:00.0,10/18/2010,00:00.0,1/1/1900,48:30.0,KIMKTAR,10/18/2010,00:00.0,1/1/1900,48:07.0,KIMKTAR,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,2124745,02124745,8668688207,52733,IA,Clinton,PO Box 2876,N,74223,1/1/1940,00:00.0,1/1/1940,00:00.0,4/1/2011,00:00.0,1/1/1900,59:26.0,KIMKTAR,4/1/2011,00:00.0,1/1/1900,58:47.0,KIMKTAR,INSADR,UNITED MEDICAL RESOURCES (UMR)
238,2527175,02527175,8008269781,84130,UT,Salt Lake City,PO Box 30541,N,39026,1/1/1940,00:00.0,1/1/1940,00:00.0,1/23/2012,00:00.0,1/1/1900,24:16.0,RBOOKMAN,12/20/2011,00:00.0,1/1/1900,49:10.0,KJAGDEO,INSADR,UNITED MEDICAL RESOURCES (UMR)
